date,close,high,low,open,volume
,BAC,BAC,BAC,BAC,BAC
2024-09-30,39.21303176879883,39.321737852345414,38.56079903732383,38.76832677692848,35055200
2024-10-01,38.758445739746094,39.09444464477996,38.4817383198447,39.04503004743023,26291200
2024-10-02,38.76832580566406,39.07467896345623,38.59044381337241,38.78809089034141,23302700
2024-10-03,38.788089752197266,38.80785483629465,38.27420887507826,38.52126677158907,26030200
2024-10-04,39.637969970703125,39.77632179115584,39.15373482931426,39.46008798160553,34209900
2024-10-07,39.48973846435547,39.964089235631846,39.24268053536955,39.736796393341386,27177500
2024-10-08,39.46009063720703,39.677502809581,39.34150389309606,39.578677381318,26023600
2024-10-09,39.7170295715332,39.914676660048315,39.25256324879804,39.40079573783088,27421000
2024-10-10,39.49961853027344,39.65773543656982,39.301971454951854,39.53914492949423,26182300
2024-10-11,41.45631790161133,41.67372629815577,39.924559619127464,40.02338127484725,50660700
2024-10-14,41.41679000854492,41.683613017424015,41.229027344432104,41.46620083912148,28098900
2024-10-15,41.644081115722656,42.84972493470956,41.555140116456336,42.721253764701636,61490000
2024-10-16,42.29631423950195,42.59278298315876,41.65396592321297,41.713257410061566,42437800
2024-10-17,42.09866714477539,42.49396131610284,41.970199743427884,42.32596374366167,31708600
2024-10-18,41.82196044921875,42.14807868234877,41.61443272075656,41.93066652692875,30593500
2024-10-21,41.268550872802734,41.91090293497466,41.2487895577922,41.752786026259116,26589500
2024-10-22,41.80219650268555,41.91090258335381,41.080787877110495,41.15984821570721,37104400
2024-10-23,41.84172821044922,41.97019938049037,41.52549438404373,41.70337638262239,28569400
2024-10-24,42.1480827331543,42.157963391257404,41.476084888002326,41.821964468681415,28392000
2024-10-25,41.39702224731445,42.47419487141833,41.298200592547104,42.41489961667522,27466900
2024-10-28,42.118431091308594,42.246902258986445,41.515609192748485,41.57490444778546,24527600
2024-10-29,42.02949142456055,42.30619885369079,41.97019993745056,42.088786681475156,22313500
2024-10-30,41.81208419799805,42.39514104640575,41.14996700481418,41.219142921590965,38100500
2024-10-31,41.32784652709961,42.04925516570679,41.308081442093375,41.792316600234784,28138200
2024-11-01,41.268550872802734,41.930668019789664,41.258670215297464,41.65396437198857,31220000
2024-11-04,40.8436164855957,41.52549497667562,40.62620431316242,41.12032014519834,31110100
2024-11-05,41.387142181396484,41.515609580469615,40.893026360887276,41.02149375996041,30851400
2024-11-06,44.8755989074707,45.01395073478329,43.48219243698672,44.27277700006193,110086700
2024-11-07,44.243133544921875,44.697719220972196,43.98619119250752,44.509956555596126,48339700
2024-11-08,44.59889602661133,44.96454068653899,44.42101402560768,44.6087766845317,38331800
2024-11-11,45.537715911865234,45.97253647758799,45.04360009044207,45.06336140587099,43293500
2024-11-12,45.32030487060547,45.903361705169736,45.300539784880705,45.59700853114287,38155900
2024-11-13,45.33018493652344,45.933006848939215,45.29065853539479,45.65630319201575,36903900
2024-11-14,45.35983657836914,45.616775161884156,45.19183522892086,45.40924740945225,35733100
2024-11-15,46.1998291015625,46.28877009982293,45.08312629447145,45.08312629447145,40488900
2024-11-18,46.17018508911133,46.466653837822314,45.94289225610608,46.19983083304102,32371800
2024-11-19,45.86383056640625,46.071358307432334,45.409244913738284,45.44877508435408,28534100
2024-11-20,45.51795196533203,46.09112437222331,45.37959636523655,46.02194845707789,28021000
2024-11-21,45.91324234008789,46.49629917435954,45.75512542417378,45.844066424988256,45336500
2024-11-22,46.4468879699707,46.664300141274,45.735359969199635,45.82430096929602,37996200
2024-11-25,46.94100570678711,47.178182973282865,46.60500677830424,46.70382844029135,42718600
2024-11-26,47.18806076049805,47.27700175879693,46.654414770704776,46.95088350843286,30301500
2024-11-27,47.207828521728516,47.41535627292187,47.08924177387585,47.257239352516734,23278400
2024-11-29,46.95088577270508,47.51418130230005,46.94100511455293,47.23747386657864,23262000
2024-12-02,46.486419677734375,47.2572391908468,46.298653243654876,47.178182615817065,35891500
2024-12-03,46.26900863647461,46.92124141817107,46.101011054279304,46.81253532625419,38123800
2024-12-04,45.82429885864258,46.229473669351734,45.58712538251277,46.14053267335195,24941300
2024-12-05,46.4468879699707,46.68406522682926,45.95277214050293,46.01206739716872,31572100
2024-12-06,46.456825256347656,46.764882574598104,46.10902166378654,46.764882574598104,28931700
2024-12-09,45.622093200683594,46.456825620141736,45.61215757972184,46.26801849566932,34660900
2024-12-10,45.463096618652344,45.999711127871585,45.30410014822903,45.622093089075655,35665800
2024-12-11,45.7910270690918,45.8705234056138,45.18485186616578,45.71152694179507,36790500
2024-12-12,45.7910270690918,46.178580712726536,45.632026814498346,45.850648373789625,24017300
2024-12-13,45.38359451293945,45.81089821937594,45.09541602899659,45.800962598870896,32902300
2024-12-16,45.184852600097656,45.39353475147908,44.87679528798119,45.30409900220493,27330400
2024-12-17,44.767486572265625,44.90660801293939,44.34018283832481,44.90660801293939,33054600
2024-12-18,43.22720718383789,45.1451042656012,43.078146332411244,44.85692197458963,41771900
2024-12-19,43.10795974731445,44.20105999574604,43.03839902918379,43.694259936397714,38583600
2024-12-20,43.893001556396484,44.1215625281504,42.82971198842717,42.92908714805382,74222200
2024-12-23,43.61476135253906,43.83338292628411,42.511721653407186,43.624700764495635,35374800
2024-12-24,44.101688385009766,44.141434658886695,43.654509634614676,43.654509634614676,12054400
2024-12-26,44.27062225341797,44.3004366984928,43.833382896995005,43.93275427184455,16077400
2024-12-27,44.06193923950195,44.49917858746763,43.78369636268515,43.96256786657449,17972500
2024-12-30,43.63463592529297,43.863193117808144,43.276892914130116,43.61476089236449,16109800
2024-12-31,43.67438507080078,43.95262794438629,43.435888471459734,43.763820821706815,16110400
2025-01-02,44.01225280761719,44.31037071212534,43.52532399065984,43.8631919599757,25610600
2025-01-03,44.52899169921875,44.5687379727352,43.87313080151262,44.46936660278191,23455700
2025-01-06,45.115291595458984,45.860588237735676,44.81716990592851,44.87679500198956,30518500
2025-01-07,45.7910270690918,46.35745220836945,45.36372336180869,45.98976980578418,41111200
2025-01-08,45.92021179199219,45.96989747908907,45.40347230647975,45.61215825752655,40246000
2025-01-10,44.827110290527344,45.761214071114715,44.459431667105434,45.71152838537254,40741300
2025-01-13,44.77742385864258,45.05566672678217,44.40974145057265,44.81717013210911,34353600
2025-01-14,45.4929084777832,45.6320299192434,44.94635833314315,45.3140369699701,36379000
2025-01-15,46.804630279541016,47.16237329469572,46.5462624301376,46.82450531269127,57154800
2025-01-16,46.34751510620117,47.21205818436548,45.532657714685406,46.705258115310514,56339300
2025-01-17,46.23820495605469,46.58601234892039,45.79102997930229,46.317705088403976,44486100
2025-01-21,46.36738967895508,46.854318501139204,46.248143274026766,46.327639613720685,52089100
2025-01-22,45.502845764160156,46.43694953516832,45.47303132040073,46.30776372094358,40296200
2025-01-23,46.099082946777344,46.595947395508766,45.76121497000898,45.76121497000898,35324100
2025-01-24,46.228267669677734,46.56613563844172,45.86058904774407,45.94008538645481,24655100
2025-01-27,46.79469299316406,46.84437867888416,46.08914639992415,46.258078489527435,44260000
2025-01-28,46.546260833740234,47.14249664469899,46.417075018081725,46.784757432588634,27156600
2025-01-29,46.456825256347656,47.09281113461646,46.34751447274992,46.456825256347656,23681500
2025-01-30,46.4270133972168,46.87418835010376,46.10902046634064,46.8145670447987,31199900
2025-01-31,46.009647369384766,46.53632626477037,45.87052592973477,46.40714044619184,30392900
2025-02-03,45.92021179199219,46.18851905124527,44.82711151276102,45.13516504722666,36497700
2025-02-04,46.417076110839844,46.83444422095659,45.97983675856152,46.059333099532616,32894000
