date,close,high,low,open,volume
,MMM,MMM,MMM,MMM,MMM
2023-03-29,79.2850112915039,79.3234240966218,78.29385014699966,78.99304172239728,3853034
2023-03-30,78.96998596191406,79.84589462629961,78.77790091299394,79.71527426910453,2810241
2023-03-31,80.76020812988281,80.82167982646091,79.14669528025077,79.52318137813444,4319354
2023-04-03,80.34529876708984,81.32108470310786,80.04564531804618,80.79093345466295,4804691
2023-04-04,78.56275939941406,80.5988622015502,78.42446209835958,80.5988622015502,4154067
2023-04-05,78.59347534179688,78.96227739908007,78.12478880975675,78.647256053937,3171792
2023-04-06,78.03258514404297,78.98532609051846,78.00184930353971,78.63956891759447,2893363
2023-04-10,78.9546127319336,79.23889830479993,77.64075332908034,78.06334321268021,3444719
2023-04-11,80.3376235961914,80.50665673642982,79.37719846631747,79.62306421476296,3530592
2023-04-12,80.1916275024414,80.79093440759759,79.66916020890534,80.67568200108087,3258861
2023-04-13,81.55928039550781,81.78210126365934,79.97650346601871,80.55275151887817,4108499
2023-04-14,81.2673110961914,82.30456881152493,80.68337206916094,81.44402819446647,3341146
2023-04-17,82.0433349609375,82.28920070343952,81.39793125231996,81.56696438847223,2911184
2023-04-18,81.65149688720703,82.44288901211667,81.34415939093078,82.38910126953776,2286872
2023-04-19,81.50548553466797,81.70525450017666,81.02912201496368,81.21352305836965,2293928
2023-04-20,80.46823120117188,81.1290028021984,79.991860651087,81.02912532627586,4419579
2023-04-21,80.2761459350586,80.7678844063195,79.9534476023878,80.66031595845803,7644593
2023-04-24,80.72178649902344,80.91387150798624,80.18394426737949,80.71410253779185,4229056
2023-04-25,80.1916275024414,82.44286687190139,80.03027833986607,81.1981563055304,6065394
2023-04-26,79.0775375366211,80.82935449113683,78.96228512970836,79.90734224674847,3795386
2023-04-27,80.92924499511719,80.97534175476282,79.20047979558271,79.20047979558271,2862148
2023-04-28,81.61306762695312,81.75905590042986,80.79094675519104,80.91388314165863,4764505
2023-05-01,81.32877349853516,82.08174564098158,81.10595964696077,81.70525956975837,2738003
2023-05-02,79.12364959716797,81.21354021546628,78.87778382432309,81.0675519355624,3602352
2023-05-03,79.00838470458984,80.36834059907653,78.8854483430118,79.52316801141787,2459096
2023-05-04,78.24774169921875,79.123643264884,77.41792988408326,78.79326093997317,3543987
2023-05-05,79.40791320800781,79.5077976842216,78.40907545678286,78.98533043242095,2324785
2023-05-08,78.63191223144531,79.85357106440225,78.10175390070764,79.56928549922574,2504424
2023-05-09,77.44866180419922,78.17858207553749,77.14132437014113,77.96345218151937,3733194
2023-05-10,77.52549743652344,78.14017232863605,76.52665950048318,77.9019835293953,3281944
2023-05-11,77.43329620361328,77.60232934359581,76.68032402467824,77.2181592922278,3317704
2023-05-12,77.04142761230469,77.80976756965282,76.27308765495656,77.76367081788659,2937496
2023-05-15,77.2104721069336,77.47171277881571,76.27309890334863,76.88777376424157,2878772
2023-05-16,75.30499267578125,76.86472476029564,75.29730871391357,76.8339889128249,4476748
2023-05-17,76.97229766845703,77.07218216760126,75.29731306994185,75.62001845431115,4279288
2023-05-18,77.72111511230469,77.87712326800381,76.48868698145556,76.78509464805029,3485503
2023-05-19,77.24529266357422,78.36852417162619,76.96448656593223,78.19691451405272,3229080
2023-05-22,79.33575439453125,79.59315822688176,76.69148784998914,77.12829500041589,5008011
2023-05-23,78.54793548583984,80.21717783442757,78.51673243264679,79.3357556390865,4324975
2023-05-24,75.65406799316406,78.54793773514663,75.63846646612076,78.35293288207535,4942590
2023-05-25,75.70086669921875,75.82567180012848,74.37483652356512,75.31085698667532,3731042
2023-05-26,75.61505889892578,76.00506857785237,75.17044387915817,75.70086017419149,3333730
2023-05-30,74.92863464355469,75.81785748329463,74.25781891199308,75.60725113737152,3433477
2023-05-31,72.78358459472656,74.70242983857345,72.68998256130682,74.10181382517837,7405273
2023-06-01,73.54020690917969,73.77421556828672,72.0581757931172,72.90839491756608,3982082
2023-06-02,79.97534942626953,81.55098935880969,74.91302535636561,74.95982992504686,16938828
2023-06-05,76.42626953125,79.94414974496988,76.37166419882377,78.70392115000064,7070752
2023-06-06,76.66808319091797,77.71330713185222,75.88806383731357,76.48867987838646,5351024
2023-06-07,78.78192901611328,78.90673409870159,76.129869054129,77.00349039727908,3996075
2023-06-08,78.59473419189453,79.05495076383598,77.6743152829814,78.62593724558137,3768476
2023-06-09,77.92391204833984,79.24214843253108,76.59788201884304,78.54793036662322,5398266
2023-06-12,78.9847412109375,79.90516720608039,78.16572513683326,78.27492158605945,4185880
2023-06-13,80.13916015625,80.45116929661692,78.65712919510383,78.98473274262783,3926827
2023-06-14,79.52295684814453,80.8645884421531,78.91454003778559,80.46677799826337,3888196
2023-06-15,80.97379302978516,81.1922001620296,79.2655469048881,79.48395403713253,3375590
2023-06-16,81.54319763183594,81.81620296027472,80.47457148753043,81.31698975978021,7412210
2023-06-20,79.79595947265625,80.28737193845251,78.84433759206165,80.1703676146945,3284455
2023-06-21,79.1485366821289,79.78814933000395,78.62592122677341,79.3045376838106,3011648
2023-06-22,78.33732604980469,79.02374337082884,77.72110847823627,79.00814184484213,3103500
2023-06-23,78.56353759765625,80.73198610857715,77.59631411631418,80.57598507641931,9342315
2023-06-26,78.32172393798828,78.69613208893105,77.58850916197275,78.00191401010615,4371858
2023-06-27,76.64469146728516,78.17353445098423,76.49649118606402,77.93952576565195,6493562
2023-06-28,76.88648986816406,77.43250056549797,76.2624715419387,76.64468045356931,4539538
2023-06-29,77.40910339355469,77.58071307097488,76.37948091645784,76.51988754025892,4182292
2023-06-30,78.07212829589844,78.31393061740951,77.37791015110035,78.00972218648775,6084052
2023-07-03,78.8911361694336,79.12514482026694,77.93951427534883,78.15792140046203,1913002
2023-07-05,76.93328857421875,79.07054105580859,76.88649111361022,78.6181323883317,4716306
2023-07-06,75.12364959716797,76.5042850577786,74.54643581733417,76.44187895131996,6137035
2023-07-07,75.8880615234375,77.2140915371397,75.01444015873723,75.03004168413112,4770126
2023-07-10,75.81006622314453,76.83968867756452,75.56825679789193,75.75546088051375,4506408
2023-07-11,79.49954986572266,79.58535113635129,76.7382792105589,77.01908531011188,7477392
2023-07-12,79.2265396118164,81.33258878650146,79.18753580145854,80.71637128774891,4345307
2023-07-13,80.23277282714844,80.27957740727848,79.1719473032004,79.32795545281573,2980552
2023-07-14,79.79595947265625,80.22496583645663,79.21094497135041,80.14696532644604,2650097
2023-07-17,79.32795715332031,79.655560751314,78.62593825871461,79.48395818879493,2753312
2023-07-18,80.34976959228516,80.76318154122428,79.05494264209398,79.26554188038955,2978877
2023-07-19,80.71637725830078,80.93478437749306,80.02995996761373,80.22496479886024,2498324
2023-07-20,81.34819793701172,81.6914030304018,79.95976180287697,80.47457656044641,3428095
2023-07-21,81.37939453125,81.54319630214545,80.51357398618532,81.25458945379056,2992392
2023-07-24,81.33259582519531,82.37001897817548,81.10638794051043,81.5354014216402,3986746
2023-07-25,85.66950225830078,86.46512314303756,83.46985079827951,83.8910635296071,10499564
2023-07-26,87.86136627197266,88.19677063411469,85.67730906634122,85.67730906634122,6691620
2023-07-27,86.73033142089844,88.2513735056712,86.15311764026204,86.15311764026204,6713746
2023-07-28,87.26854705810547,87.68195903718761,86.62113353580517,87.2607462949164,3479762
2023-07-31,86.97212982177734,87.57274581621742,86.47291662013214,87.26853743783282,8661312
